year,AFG,ALB,ALG,ANG,ARG,ARM,AUL,AUS,AZE,BAD,BAH,BAV,BEL,BEN,BFO,BHU,BLR,BNG,BOL,BOS,BOT,BRA,BUI,BUL,CAM,CAN,CAO,CAP,CEN,CHA,CHL,CHN,COL,COM,CON,COS,CRO,CUB,CYP,CZE,CZR,DEN,DJI,DOM,DRV,ECU,EGY,EQG,ERI,EST,ETH,ETI,ETM,FIN,FJI,FRN,GAB,GAM,GCL,GDR,GFR,GHA,GMY,GNB,GRC,GRG,GUA,GUI,GUY,HAI,HON,HUN,IND,INS,IRE,IRN,IRQ,ISR,ITA,IVO,JAM,JOR,JPN,KEN,KOR,KOS,KUW,KYR,KZK,LAO,LAT,LBR,LEB,LES,LIB,LIT,LUX,MAA,MAC,MAG,MAL,MAS,MAW,MEX,MLD,MLI,MNT,MOD,MON,MOR,MYA,MZM,NAM,NEP,NEW,NIC,NIG,NIR,NOR,NTH,OFS,OMA,PAK,PAN,PAP,PAR,PER,PHI,PKS,PMA,PNG,POL,POR,PRK,QAT,ROK,RUM,RUS,RVN,RWA,SAF,SAL,SAR,SAU,SAX,SDN,SEN,SER,SIC,SIE,SIN,SLO,SLV,SOL,SOM,SPN,SRI,SSU,SUD,SUR,SWA,SWD,SWZ,SYR,TAJ,TAW,TAZ,THI,TKM,TOG,TRI,TUN,TUR,TUS,UAE,UGA,UKG,UKR,UPC,URU,USA,USR,UZB,VEN,VIE,WRT,YAR,YEM,YGS,YPR,YUG,ZAI,ZAM,ZIM
1854,-6,NA,NA,NA,-3,NA,NA,-6,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,-9,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,-10,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-10,NA,-6,NA,NA,NA,-3,NA,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,-10,NA,NA,-4,NA,NA,NA,NA,-10,NA,NA,NA,-1,-7,NA,-7,NA,NA,2,-10,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-7,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,-10,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1855,-6,NA,NA,NA,-3,NA,NA,-6,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,-9,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,-10,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-10,NA,-6,NA,NA,NA,-3,NA,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,-10,NA,NA,-6,NA,NA,NA,NA,-10,NA,NA,NA,NA,-7,NA,-7,NA,NA,2,-10,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,-10,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1856,-6,NA,NA,NA,-3,NA,NA,-6,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,-9,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,-10,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-10,NA,-6,NA,NA,NA,-3,NA,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,-10,NA,NA,-6,NA,NA,NA,NA,-10,NA,NA,NA,NA,-7,NA,-7,NA,NA,2,-10,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,-10,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1857,-6,NA,NA,NA,-3,NA,NA,-6,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,-9,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,-10,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-10,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,-10,NA,NA,-6,NA,NA,NA,NA,-10,NA,NA,NA,NA,-7,NA,-7,NA,NA,2,-10,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,-10,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1858,-6,NA,NA,NA,-3,NA,NA,-6,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,-8,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,-9,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-10,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,-10,NA,NA,-6,NA,NA,NA,NA,-10,NA,NA,NA,-1,-7,NA,-7,NA,NA,-9,-10,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,-10,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1859,-6,NA,NA,NA,-3,NA,NA,-6,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,2,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,-7,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,-8,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-10,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,-10,NA,NA,-6,NA,NA,NA,0,-10,NA,NA,NA,-1,-7,NA,-7,NA,NA,-9,-10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,-10,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1860,-6,NA,NA,NA,-3,NA,NA,-6,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,-7,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,-7,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,-10,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,-10,NA,NA,-7,NA,NA,NA,0,-10,NA,NA,NA,-1,-7,NA,-7,NA,NA,-4,-10,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,-10,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1861,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-5,NA,NA,3,NA,NA,NA,NA,NA,2,NA,0,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,-7,NA,-4,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,-6,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,0,-10,NA,NA,NA,-1,-7,NA,-7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1862,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,-5,NA,NA,3,NA,NA,NA,NA,NA,2,NA,0,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-7,NA,0,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,-5,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,0,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1863,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,-5,NA,NA,3,NA,NA,NA,NA,NA,2,NA,0,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-7,NA,3,NA,-3,NA,NA,-3,0,NA,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,-4,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,0,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1864,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,-5,NA,NA,3,NA,NA,NA,NA,NA,2,NA,0,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-7,NA,7,NA,-3,NA,NA,-3,-3,NA,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,-3,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-2,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1865,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,-5,NA,NA,3,NA,NA,NA,NA,NA,2,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-7,NA,7,NA,-3,NA,NA,-3,-3,NA,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,-2,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-2,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1866,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,0,-6,-5,NA,NA,3,NA,NA,NA,NA,NA,-1,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-7,NA,7,NA,-3,NA,NA,-3,-3,NA,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,-1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1867,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,0,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-1,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-6,NA,7,NA,-3,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1868,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,0,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-1,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-6,NA,7,NA,-3,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-9,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1869,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,0,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-1,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,7,NA,-3,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-6,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,-5,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1870,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,0,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-3,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,-5,NA,9,NA,-3,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,-9,-3,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-4,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,8,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1871,-6,NA,NA,NA,-3,NA,NA,-4,NA,-7,NA,-7,6,NA,NA,NA,NA,NA,-6,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,0,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-3,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,-4,NA,9,NA,-2,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,NA,-3,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,-7,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-4,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,10,NA,NA,-5,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA
1872,-6,NA,NA,NA,-3,NA,NA,-4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,-4,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,0,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-3,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-4,NA,9,NA,-2,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-7,-3,4,-6,NA,NA,NA,-3,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-4,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,10,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,-6,NA,NA,NA,-3,NA,NA,-4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,0,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-3,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-4,NA,9,NA,-1,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-4,-3,4,-6,NA,NA,NA,-3,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-4,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,10,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,-6,NA,NA,NA,-3,NA,NA,-4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,3,-6,8,NA,NA,5,NA,NA,NA,NA,NA,-3,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,-4,NA,9,NA,-1,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-4,-3,4,-6,NA,NA,NA,-3,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,-4,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,10,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,-6,NA,NA,NA,-3,NA,NA,-4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,-3,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,3,-6,8,NA,NA,6,NA,NA,NA,NA,NA,-3,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,-4,NA,9,NA,-1,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,10,-5,NA,NA,-4,-3,4,-6,NA,NA,NA,-3,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,-4,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-10,NA,NA,NA,3,NA,NA,-3,10,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,-6,NA,NA,NA,-3,NA,NA,-4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,-7,NA,NA,-6,NA,NA,NA,4,NA,NA,NA,NA,3,-6,8,NA,NA,6,NA,NA,NA,NA,NA,-3,NA,-3,NA,-1,NA,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,-4,NA,9,NA,-5,NA,NA,-3,-3,-4,NA,NA,NA,-10,NA,NA,-4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,-6,NA,NA,NA,-3,4,-5,NA,NA,-4,-3,4,-6,NA,NA,NA,-3,-1,NA,NA,NA,NA,NA,-7,NA,NA,NA,-7,-10,NA,NA,NA,-1,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-4,10,NA,NA,NA,NA,-10,NA,NA,NA,NA,-4,NA,NA,NA,3,NA,NA,-3,10,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
